id,event,date,pattern_base
254,A,2024-01-25,ADD
254,D,2024-04-24,ADD
254,D,2024-07-23,ADD
255,A,2024-01-14,ADD
255,D,2024-04-13,ADD
255,D,2024-07-12,ADD
256,A,2024-01-15,ADD
256,D,2024-04-14,ADD
256,D,2024-07-13,ADD
257,A,2024-01-22,ADD
257,D,2024-04-21,ADD
257,D,2024-07-20,ADD
258,A,2024-01-08,ADD
258,D,2024-04-07,ADD
258,D,2024-07-06,ADD
259,A,2024-01-15,ADD
259,D,2024-04-14,ADD
259,D,2024-07-13,ADD
260,A,2024-01-03,ADD
260,D,2024-04-02,ADD
260,D,2024-07-01,ADD
261,A,2024-01-08,ADD
261,D,2024-04-07,ADD
261,D,2024-07-06,ADD
262,A,2024-01-01,ADD
262,D,2024-03-31,ADD
262,D,2024-06-29,ADD
263,A,2024-01-08,ADD
263,D,2024-04-07,ADD
263,D,2024-07-06,ADD
264,A,2024-01-12,ADD
264,D,2024-04-11,ADD
264,D,2024-07-10,ADD
265,A,2024-01-24,ADD
265,F,2024-03-24,ADD
265,D,2024-05-23,ADD
265,D,2024-07-22,ADD
266,A,2024-01-12,ADD
266,D,2024-04-11,ADD
266,D,2024-07-10,ADD
267,A,2024-01-03,ADD
267,D,2024-04-02,ADD
267,D,2024-07-01,ADD
268,A,2024-01-15,ADD
268,D,2024-04-14,ADD
268,D,2024-07-13,ADD
269,A,2024-01-12,ADD
269,D,2024-04-11,ADD
269,D,2024-07-10,ADD
270,A,2024-01-14,ADD
270,D,2024-04-13,ADD
270,D,2024-07-12,ADD
271,A,2024-01-03,ADD
271,D,2024-04-02,ADD
271,D,2024-07-01,ADD
272,A,2024-01-13,ADD
272,D,2024-04-12,ADD
272,D,2024-07-11,ADD
273,A,2024-01-03,ADD
273,D,2024-04-02,ADD
273,D,2024-07-01,ADD
274,A,2024-01-18,ADD
274,D,2024-03-18,ADD
274,F,2024-05-17,ADD
274,D,2024-07-16,ADD
275,A,2024-01-02,ADD
275,D,2024-04-01,ADD
275,D,2024-06-30,ADD
276,A,2024-01-23,ADD
276,D,2024-04-22,ADD
276,D,2024-07-21,ADD
277,A,2024-01-12,ADD
277,D,2024-04-11,ADD
277,D,2024-07-10,ADD
278,A,2024-01-14,ADD
278,D,2024-04-13,ADD
278,D,2024-07-12,ADD
279,A,2024-01-27,ADD
279,D,2024-04-26,ADD
279,D,2024-07-25,ADD
280,A,2024-01-23,ADD
280,D,2024-04-22,ADD
280,D,2024-07-21,ADD
281,A,2024-01-06,ADD
281,D,2024-04-05,ADD
281,D,2024-07-04,ADD
282,A,2024-01-08,ADD
282,D,2024-04-07,ADD
282,D,2024-07-06,ADD
283,A,2024-01-30,ADD
283,D,2024-04-29,ADD
283,D,2024-07-28,ADD
284,A,2024-01-24,ADD
284,D,2024-03-24,ADD
284,G,2024-05-23,ADD
284,D,2024-07-22,ADD
285,A,2024-01-23,ADD
285,D,2024-04-22,ADD
285,D,2024-07-21,ADD
286,A,2024-01-21,ADD
286,D,2024-03-21,ADD
286,E,2024-05-20,ADD
286,D,2024-07-19,ADD
287,A,2024-01-30,ADD
287,D,2024-04-29,ADD
287,D,2024-07-28,ADD
288,A,2024-01-16,ADD
288,D,2024-04-15,ADD
288,D,2024-07-14,ADD
289,A,2024-01-07,ADD
289,G,2024-03-07,ADD
289,D,2024-05-06,ADD
289,D,2024-07-05,ADD
290,A,2024-01-23,ADD
290,D,2024-04-22,ADD
290,D,2024-07-21,ADD
291,A,2024-01-30,ADD
291,D,2024-03-30,ADD
291,F,2024-05-29,ADD
291,D,2024-07-28,ADD
292,A,2024-01-30,ADD
292,D,2024-04-29,ADD
292,D,2024-07-28,ADD
293,A,2024-01-11,ADD
293,D,2024-04-10,ADD
293,D,2024-07-09,ADD
294,A,2024-01-26,ADD
294,D,2024-04-25,ADD
294,D,2024-07-24,ADD
295,A,2024-01-20,ADD
295,D,2024-03-20,ADD
295,D,2024-05-19,ADD
295,D,2024-07-18,ADD
296,A,2024-01-07,ADD
296,D,2024-03-07,ADD
296,F,2024-05-06,ADD
296,D,2024-07-05,ADD
297,A,2024-01-21,ADD
297,D,2024-04-20,ADD
297,D,2024-07-19,ADD
298,A,2024-01-01,ADD
298,D,2024-03-31,ADD
298,D,2024-06-29,ADD
299,A,2024-01-09,ADD
299,D,2024-03-09,ADD
299,D,2024-05-08,ADD
299,D,2024-07-07,ADD
300,A,2024-01-03,ADD
300,D,2024-04-02,ADD
300,D,2024-07-01,ADD
301,A,2024-01-11,ADD
301,D,2024-04-10,ADD
301,D,2024-07-09,ADD
302,A,2024-01-23,ADD
302,D,2024-04-22,ADD
302,D,2024-07-21,ADD
303,A,2024-01-18,ADD
303,B,2024-03-18,ADD
303,D,2024-05-17,ADD
303,D,2024-07-16,ADD
304,A,2024-01-16,ADD
304,D,2024-04-15,ADD
304,D,2024-07-14,ADD
305,A,2024-01-12,ADD
305,A,2024-03-12,ADD
305,D,2024-05-11,ADD
305,D,2024-07-10,ADD
306,A,2024-01-09,ADD
306,G,2024-03-09,ADD
306,D,2024-05-08,ADD
306,D,2024-07-07,ADD
307,A,2024-01-06,ADD
307,D,2024-04-05,ADD
307,D,2024-07-04,ADD
308,A,2024-01-26,ADD
308,D,2024-04-25,ADD
308,D,2024-07-24,ADD
309,A,2024-01-09,ADD
309,D,2024-04-08,ADD
309,D,2024-07-07,ADD
310,A,2024-01-12,ADD
310,D,2024-04-11,ADD
310,D,2024-07-10,ADD
311,A,2024-01-10,ADD
311,D,2024-04-09,ADD
311,D,2024-07-08,ADD
312,A,2024-01-24,ADD
312,D,2024-04-23,ADD
312,D,2024-07-22,ADD
313,A,2024-01-14,ADD
313,D,2024-04-13,ADD
313,D,2024-07-12,ADD
314,A,2024-01-28,ADD
314,D,2024-04-27,ADD
314,D,2024-07-26,ADD
315,A,2024-01-11,ADD
315,D,2024-03-11,ADD
315,B,2024-05-10,ADD
315,D,2024-07-09,ADD
316,A,2024-01-14,ADD
316,D,2024-03-14,ADD
316,B,2024-05-13,ADD
316,D,2024-07-12,ADD
317,A,2024-01-19,ADD
317,G,2024-03-19,ADD
317,D,2024-05-18,ADD
317,D,2024-07-17,ADD
318,A,2024-01-08,ADD
318,D,2024-04-07,ADD
318,D,2024-07-06,ADD
319,A,2024-01-25,ADD
319,D,2024-04-24,ADD
319,D,2024-07-23,ADD
320,A,2024-01-24,ADD
320,D,2024-04-23,ADD
320,D,2024-07-22,ADD
321,A,2024-01-08,ADD
321,D,2024-03-08,ADD
321,B,2024-05-07,ADD
321,D,2024-07-06,ADD
322,A,2024-01-11,ADD
322,D,2024-04-10,ADD
322,D,2024-07-09,ADD
323,A,2024-01-22,ADD
323,D,2024-04-21,ADD
323,D,2024-07-20,ADD
324,A,2024-01-16,ADD
324,D,2024-04-15,ADD
324,D,2024-07-14,ADD
325,A,2024-01-06,ADD
325,D,2024-03-06,ADD
325,E,2024-05-05,ADD
325,D,2024-07-04,ADD
326,A,2024-01-18,ADD
326,D,2024-04-17,ADD
326,D,2024-07-16,ADD
327,A,2024-01-19,ADD
327,D,2024-04-18,ADD
327,D,2024-07-17,ADD
328,A,2024-01-26,ADD
328,D,2024-03-26,ADD
328,G,2024-05-25,ADD
328,D,2024-07-24,ADD
329,A,2024-01-26,ADD
329,D,2024-04-25,ADD
329,D,2024-07-24,ADD
330,A,2024-01-14,ADD
330,D,2024-04-13,ADD
330,D,2024-07-12,ADD
331,A,2024-01-21,ADD
331,D,2024-04-20,ADD
331,D,2024-07-19,ADD
332,A,2024-01-29,ADD
332,D,2024-04-28,ADD
332,D,2024-07-27,ADD
333,A,2024-01-09,ADD
333,D,2024-04-08,ADD
333,D,2024-07-07,ADD
334,A,2024-01-29,ADD
334,D,2024-04-28,ADD
334,D,2024-07-27,ADD
335,A,2024-01-18,ADD
335,G,2024-03-18,ADD
335,D,2024-05-17,ADD
335,D,2024-07-16,ADD
336,A,2024-01-26,ADD
336,D,2024-04-25,ADD
336,D,2024-07-24,ADD
337,A,2024-01-13,ADD
337,D,2024-04-12,ADD
337,D,2024-07-11,ADD
338,A,2024-01-18,ADD
338,D,2024-04-17,ADD
338,D,2024-07-16,ADD
339,A,2024-01-24,ADD
339,D,2024-04-23,ADD
339,D,2024-07-22,ADD
340,A,2024-01-09,ADD
340,D,2024-03-09,ADD
340,E,2024-05-08,ADD
340,D,2024-07-07,ADD
341,A,2024-01-30,ADD
341,D,2024-04-29,ADD
341,D,2024-07-28,ADD
342,A,2024-01-21,ADD
342,D,2024-04-20,ADD
342,D,2024-07-19,ADD
343,A,2024-01-04,ADD
343,D,2024-04-03,ADD
343,D,2024-07-02,ADD
344,A,2024-01-07,ADD
344,D,2024-04-06,ADD
344,D,2024-07-05,ADD
345,A,2024-01-12,ADD
345,D,2024-04-11,ADD
345,D,2024-07-10,ADD
346,A,2024-01-09,ADD
346,D,2024-04-08,ADD
346,D,2024-07-07,ADD
347,A,2024-01-02,ADD
347,D,2024-04-01,ADD
347,D,2024-06-30,ADD
348,A,2024-01-20,ADD
348,D,2024-03-20,ADD
348,G,2024-05-19,ADD
348,D,2024-07-18,ADD
349,A,2024-01-05,ADD
349,D,2024-04-04,ADD
349,D,2024-07-03,ADD
350,A,2024-01-19,ADD
350,D,2024-04-18,ADD
350,D,2024-07-17,ADD
351,A,2024-01-06,ADD
351,D,2024-04-05,ADD
351,D,2024-07-04,ADD
352,A,2024-01-26,ADD
352,D,2024-04-25,ADD
352,D,2024-07-24,ADD
353,A,2024-01-02,ADD
353,D,2024-04-01,ADD
353,D,2024-06-30,ADD
354,A,2024-01-28,ADD
354,D,2024-04-27,ADD
354,D,2024-07-26,ADD
355,A,2024-01-07,ADD
355,D,2024-04-06,ADD
355,D,2024-07-05,ADD
356,A,2024-01-02,ADD
356,D,2024-03-02,ADD
356,B,2024-05-01,ADD
356,D,2024-06-30,ADD
357,A,2024-01-28,ADD
357,E,2024-03-28,ADD
357,D,2024-05-27,ADD
357,D,2024-07-26,ADD
358,A,2024-01-05,ADD
358,G,2024-03-05,ADD
358,D,2024-05-04,ADD
358,D,2024-07-03,ADD
359,A,2024-01-05,ADD
359,D,2024-04-04,ADD
359,D,2024-07-03,ADD
360,A,2024-01-25,ADD
360,C,2024-03-25,ADD
360,D,2024-05-24,ADD
360,D,2024-07-23,ADD
361,A,2024-01-25,ADD
361,D,2024-04-24,ADD
361,D,2024-07-23,ADD
362,A,2024-01-22,ADD
362,D,2024-04-21,ADD
362,D,2024-07-20,ADD
363,A,2024-01-17,ADD
363,D,2024-04-16,ADD
363,D,2024-07-15,ADD
364,A,2024-01-18,ADD
364,D,2024-04-17,ADD
364,D,2024-07-16,ADD
365,A,2024-01-19,ADD
365,D,2024-03-19,ADD
365,F,2024-05-18,ADD
365,D,2024-07-17,ADD
366,A,2024-01-04,ADD
366,D,2024-04-03,ADD
366,D,2024-07-02,ADD
367,A,2024-01-15,ADD
367,E,2024-03-15,ADD
367,D,2024-05-14,ADD
367,D,2024-07-13,ADD
368,A,2024-01-25,ADD
368,D,2024-04-24,ADD
368,D,2024-07-23,ADD
369,A,2024-01-07,ADD
369,D,2024-04-06,ADD
369,D,2024-07-05,ADD
370,A,2024-01-21,ADD
370,D,2024-04-20,ADD
370,D,2024-07-19,ADD
371,A,2024-01-04,ADD
371,D,2024-04-03,ADD
371,D,2024-07-02,ADD
372,A,2024-01-22,ADD
372,D,2024-04-21,ADD
372,D,2024-07-20,ADD
373,A,2024-01-04,ADD
373,D,2024-04-03,ADD
373,D,2024-07-02,ADD
374,A,2024-01-06,ADD
374,D,2024-03-06,ADD
374,E,2024-05-05,ADD
374,D,2024-07-04,ADD
375,A,2024-01-02,ADD
375,D,2024-04-01,ADD
375,D,2024-06-30,ADD
376,A,2024-01-06,ADD
376,D,2024-04-05,ADD
376,D,2024-07-04,ADD
377,A,2024-01-30,ADD
377,D,2024-04-29,ADD
377,D,2024-07-28,ADD
378,A,2024-01-16,ADD
378,D,2024-04-15,ADD
378,D,2024-07-14,ADD
379,A,2024-01-25,ADD
379,D,2024-04-24,ADD
379,D,2024-07-23,ADD
380,A,2024-01-30,ADD
380,D,2024-03-30,ADD
380,A,2024-05-29,ADD
380,D,2024-07-28,ADD
381,A,2024-01-03,ADD
381,D,2024-04-02,ADD
381,D,2024-07-01,ADD
382,A,2024-01-10,ADD
382,E,2024-03-10,ADD
382,D,2024-05-09,ADD
382,D,2024-07-08,ADD
383,A,2024-01-29,ADD
383,D,2024-04-28,ADD
383,D,2024-07-27,ADD
384,A,2024-01-09,ADD
384,D,2024-04-08,ADD
384,D,2024-07-07,ADD
385,A,2024-01-24,ADD
385,D,2024-04-23,ADD
385,D,2024-07-22,ADD
386,A,2024-01-12,ADD
386,D,2024-04-11,ADD
386,D,2024-07-10,ADD
387,A,2024-01-01,ADD
387,D,2024-03-31,ADD
387,D,2024-06-29,ADD
388,A,2024-01-30,ADD
388,C,2024-03-30,ADD
388,D,2024-05-29,ADD
388,D,2024-07-28,ADD
389,A,2024-01-04,ADD
389,D,2024-04-03,ADD
389,D,2024-07-02,ADD
390,A,2024-01-09,ADD
390,D,2024-04-08,ADD
390,D,2024-07-07,ADD
391,A,2024-01-19,ADD
391,D,2024-03-19,ADD
391,A,2024-05-18,ADD
391,D,2024-07-17,ADD
392,A,2024-01-04,ADD
392,D,2024-04-03,ADD
392,D,2024-07-02,ADD
393,A,2024-01-04,ADD
393,D,2024-04-03,ADD
393,D,2024-07-02,ADD
394,A,2024-01-19,ADD
394,D,2024-03-19,ADD
394,A,2024-05-18,ADD
394,D,2024-07-17,ADD
395,A,2024-01-23,ADD
395,D,2024-04-22,ADD
395,D,2024-07-21,ADD
396,A,2024-01-17,ADD
396,D,2024-04-16,ADD
396,D,2024-07-15,ADD
397,A,2024-01-03,ADD
397,D,2024-04-02,ADD
397,D,2024-07-01,ADD
398,A,2024-01-31,ADD
398,C,2024-03-31,ADD
398,G,2024-05-30,ADD
398,D,2024-07-29,ADD
399,A,2024-01-26,ADD
399,D,2024-04-25,ADD
399,D,2024-07-24,ADD
400,A,2024-01-04,ADD
400,D,2024-04-03,ADD
400,D,2024-07-02,ADD
401,A,2024-01-24,ADD
401,D,2024-04-23,ADD
401,D,2024-07-22,ADD
402,A,2024-01-26,ADD
402,D,2024-04-25,ADD
402,D,2024-07-24,ADD
403,A,2024-01-18,ADD
403,D,2024-04-17,ADD
403,D,2024-07-16,ADD
404,A,2024-01-22,ADD
404,D,2024-04-21,ADD
404,D,2024-07-20,ADD
405,A,2024-01-20,ADD
405,D,2024-04-19,ADD
405,D,2024-07-18,ADD
406,A,2024-01-20,ADD
406,D,2024-04-19,ADD
406,D,2024-07-18,ADD
407,A,2024-01-25,ADD
407,D,2024-04-24,ADD
407,D,2024-07-23,ADD
408,A,2024-01-28,ADD
408,D,2024-04-27,ADD
408,D,2024-07-26,ADD
409,A,2024-01-14,ADD
409,D,2024-04-13,ADD
409,D,2024-07-12,ADD
410,A,2024-01-08,ADD
410,D,2024-04-07,ADD
410,D,2024-07-06,ADD
411,A,2024-01-31,ADD
411,D,2024-04-30,ADD
411,D,2024-07-29,ADD
412,A,2024-01-01,ADD
412,D,2024-03-31,ADD
412,D,2024-06-29,ADD
413,A,2024-01-06,ADD
413,D,2024-04-05,ADD
413,D,2024-07-04,ADD
414,A,2024-01-19,ADD
414,D,2024-04-18,ADD
414,D,2024-07-17,ADD
415,A,2024-01-13,ADD
415,D,2024-03-13,ADD
415,F,2024-05-12,ADD
415,D,2024-07-11,ADD
416,A,2024-01-18,ADD
416,D,2024-04-17,ADD
416,D,2024-07-16,ADD
417,A,2024-01-08,ADD
417,D,2024-04-07,ADD
417,D,2024-07-06,ADD
418,A,2024-01-11,ADD
418,D,2024-04-10,ADD
418,D,2024-07-09,ADD
419,A,2024-01-27,ADD
419,D,2024-04-26,ADD
419,D,2024-07-25,ADD
420,A,2024-01-09,ADD
420,D,2024-04-08,ADD
420,D,2024-07-07,ADD
421,A,2024-01-13,ADD
421,F,2024-03-13,ADD
421,F,2024-05-12,ADD
421,D,2024-07-11,ADD
422,A,2024-01-28,ADD
422,D,2024-04-27,ADD
422,D,2024-07-26,ADD
423,A,2024-01-15,ADD
423,D,2024-04-14,ADD
423,D,2024-07-13,ADD
424,A,2024-01-25,ADD
424,D,2024-04-24,ADD
424,D,2024-07-23,ADD
425,A,2024-01-10,ADD
425,D,2024-04-09,ADD
425,D,2024-07-08,ADD
426,A,2024-01-03,ADD
426,A,2024-03-03,ADD
426,D,2024-05-02,ADD
426,D,2024-07-01,ADD
427,A,2024-01-14,ADD
427,D,2024-04-13,ADD
427,D,2024-07-12,ADD
428,A,2024-01-13,ADD
428,D,2024-04-12,ADD
428,D,2024-07-11,ADD
429,A,2024-01-18,ADD
429,D,2024-04-17,ADD
429,D,2024-07-16,ADD
430,A,2024-01-01,ADD
430,D,2024-03-31,ADD
430,D,2024-06-29,ADD
431,A,2024-01-07,ADD
431,D,2024-03-07,ADD
431,B,2024-05-06,ADD
431,D,2024-07-05,ADD
432,A,2024-01-23,ADD
432,D,2024-04-22,ADD
432,D,2024-07-21,ADD
433,A,2024-01-14,ADD
433,D,2024-04-13,ADD
433,D,2024-07-12,ADD
434,A,2024-01-09,ADD
434,D,2024-04-08,ADD
434,D,2024-07-07,ADD
435,A,2024-01-08,ADD
435,D,2024-04-07,ADD
435,D,2024-07-06,ADD
436,A,2024-01-14,ADD
436,D,2024-04-13,ADD
436,D,2024-07-12,ADD
437,A,2024-01-20,ADD
437,D,2024-04-19,ADD
437,D,2024-07-18,ADD
438,A,2024-01-06,ADD
438,D,2024-04-05,ADD
438,D,2024-07-04,ADD
439,A,2024-01-26,ADD
439,D,2024-04-25,ADD
439,D,2024-07-24,ADD
440,A,2024-01-25,ADD
440,D,2024-04-24,ADD
440,D,2024-07-23,ADD
441,A,2024-01-01,ADD
441,B,2024-03-01,ADD
441,D,2024-04-30,ADD
441,D,2024-06-29,ADD
442,A,2024-01-28,ADD
442,D,2024-04-27,ADD
442,D,2024-07-26,ADD
443,A,2024-01-07,ADD
443,D,2024-04-06,ADD
443,D,2024-07-05,ADD
444,A,2024-01-30,ADD
444,D,2024-04-29,ADD
444,D,2024-07-28,ADD
445,A,2024-01-13,ADD
445,D,2024-04-12,ADD
445,D,2024-07-11,ADD
446,A,2024-01-02,ADD
446,D,2024-03-02,ADD
446,B,2024-05-01,ADD
446,D,2024-06-30,ADD
447,A,2024-01-09,ADD
447,D,2024-04-08,ADD
447,D,2024-07-07,ADD
448,A,2024-01-05,ADD
448,D,2024-04-04,ADD
448,D,2024-07-03,ADD
449,A,2024-01-07,ADD
449,D,2024-04-06,ADD
449,D,2024-07-05,ADD
450,A,2024-01-06,ADD
450,D,2024-04-05,ADD
450,D,2024-07-04,ADD
451,A,2024-01-08,ADD
451,D,2024-04-07,ADD
451,D,2024-07-06,ADD
452,A,2024-01-24,ADD
452,D,2024-04-23,ADD
452,D,2024-07-22,ADD
453,A,2024-01-16,ADD
453,D,2024-04-15,ADD
453,D,2024-07-14,ADD
454,A,2024-01-13,ADD
454,D,2024-04-12,ADD
454,D,2024-07-11,ADD
455,A,2024-01-09,ADD
455,D,2024-04-08,ADD
455,D,2024-07-07,ADD
456,A,2024-01-31,ADD
456,C,2024-03-31,ADD
456,D,2024-05-30,ADD
456,D,2024-07-29,ADD
457,A,2024-01-02,ADD
457,D,2024-04-01,ADD
457,D,2024-06-30,ADD
458,A,2024-01-08,ADD
458,D,2024-04-07,ADD
458,D,2024-07-06,ADD
459,A,2024-01-14,ADD
459,D,2024-04-13,ADD
459,D,2024-07-12,ADD
460,A,2024-01-05,ADD
460,D,2024-04-04,ADD
460,D,2024-07-03,ADD
461,A,2024-01-24,ADD
461,D,2024-04-23,ADD
461,D,2024-07-22,ADD
462,A,2024-01-18,ADD
462,D,2024-03-18,ADD
462,G,2024-05-17,ADD
462,D,2024-07-16,ADD
463,A,2024-01-20,ADD
463,D,2024-04-19,ADD
463,D,2024-07-18,ADD
464,A,2024-01-07,ADD
464,D,2024-04-06,ADD
464,D,2024-07-05,ADD
465,A,2024-01-07,ADD
465,D,2024-04-06,ADD
465,D,2024-07-05,ADD
466,A,2024-01-28,ADD
466,D,2024-04-27,ADD
466,D,2024-07-26,ADD
467,A,2024-01-24,ADD
467,D,2024-04-23,ADD
467,D,2024-07-22,ADD
468,A,2024-01-27,ADD
468,D,2024-03-27,ADD
468,D,2024-05-26,ADD
468,D,2024-07-25,ADD
469,A,2024-01-11,ADD
469,D,2024-04-10,ADD
469,D,2024-07-09,ADD
470,A,2024-01-10,ADD
470,D,2024-04-09,ADD
470,D,2024-07-08,ADD
471,A,2024-01-27,ADD
471,D,2024-03-27,ADD
471,G,2024-05-26,ADD
471,D,2024-07-25,ADD
472,A,2024-01-14,ADD
472,D,2024-04-13,ADD
472,D,2024-07-12,ADD
473,A,2024-01-31,ADD
473,D,2024-04-30,ADD
473,D,2024-07-29,ADD
474,A,2024-01-23,ADD
474,D,2024-04-22,ADD
474,D,2024-07-21,ADD
475,A,2024-01-01,ADD
475,F,2024-03-01,ADD
475,F,2024-04-30,ADD
475,D,2024-06-29,ADD
476,A,2024-01-25,ADD
476,D,2024-03-25,ADD
476,E,2024-05-24,ADD
476,D,2024-07-23,ADD
477,A,2024-01-30,ADD
477,D,2024-04-29,ADD
477,D,2024-07-28,ADD
478,A,2024-01-20,ADD
478,G,2024-03-20,ADD
478,D,2024-05-19,ADD
478,D,2024-07-18,ADD
479,A,2024-01-02,ADD
479,D,2024-04-01,ADD
479,D,2024-06-30,ADD
480,A,2024-01-08,ADD
480,D,2024-04-07,ADD
480,D,2024-07-06,ADD
481,A,2024-01-19,ADD
481,D,2024-04-18,ADD
481,D,2024-07-17,ADD
482,A,2024-01-28,ADD
482,D,2024-04-27,ADD
482,D,2024-07-26,ADD
483,A,2024-01-20,ADD
483,D,2024-04-19,ADD
483,D,2024-07-18,ADD
484,A,2024-01-29,ADD
484,C,2024-03-29,ADD
484,A,2024-05-28,ADD
484,D,2024-07-27,ADD
485,A,2024-01-24,ADD
485,D,2024-04-23,ADD
485,D,2024-07-22,ADD
486,A,2024-01-09,ADD
486,D,2024-04-08,ADD
486,D,2024-07-07,ADD
487,A,2024-01-07,ADD
487,D,2024-04-06,ADD
487,D,2024-07-05,ADD
488,A,2024-01-04,ADD
488,D,2024-04-03,ADD
488,D,2024-07-02,ADD
489,A,2024-01-20,ADD
489,D,2024-04-19,ADD
489,D,2024-07-18,ADD
490,A,2024-01-20,ADD
490,D,2024-04-19,ADD
490,D,2024-07-18,ADD
491,A,2024-01-11,ADD
491,D,2024-03-11,ADD
491,F,2024-05-10,ADD
491,D,2024-07-09,ADD
492,A,2024-01-05,ADD
492,D,2024-04-04,ADD
492,D,2024-07-03,ADD
493,A,2024-01-04,ADD
493,D,2024-04-03,ADD
493,D,2024-07-02,ADD
494,A,2024-01-02,ADD
494,D,2024-04-01,ADD
494,D,2024-06-30,ADD
495,A,2024-01-13,ADD
495,D,2024-04-12,ADD
495,D,2024-07-11,ADD
496,A,2024-01-21,ADD
496,D,2024-03-21,ADD
496,B,2024-05-20,ADD
496,D,2024-07-19,ADD
497,A,2024-01-26,ADD
497,D,2024-04-25,ADD
497,D,2024-07-24,ADD
498,A,2024-01-19,ADD
498,D,2024-04-18,ADD
498,D,2024-07-17,ADD
499,A,2024-01-24,ADD
499,D,2024-04-23,ADD
499,D,2024-07-22,ADD
500,A,2024-01-01,ADD
500,D,2024-03-31,ADD
500,D,2024-06-29,ADD
501,A,2024-01-27,ADD
501,D,2024-04-26,ADD
501,D,2024-07-25,ADD
502,A,2024-01-15,ADD
502,D,2024-04-14,ADD
