id,event,date,pattern_base
753,A,2024-01-09,ADD
753,F,2024-03-09,ADD
753,D,2024-05-08,ADD
753,D,2024-07-07,ADD
754,A,2024-01-27,ADD
754,D,2024-04-26,ADD
754,D,2024-07-25,ADD
755,A,2024-01-19,ADD
755,D,2024-04-18,ADD
755,D,2024-07-17,ADD
756,A,2024-01-28,ADD
756,D,2024-04-27,ADD
756,D,2024-07-26,ADD
757,A,2024-01-28,ADD
757,D,2024-04-27,ADD
757,D,2024-07-26,ADD
758,A,2024-01-28,ADD
758,D,2024-04-27,ADD
758,D,2024-07-26,ADD
759,A,2024-01-01,ADD
759,D,2024-03-31,ADD
759,D,2024-06-29,ADD
760,A,2024-01-18,ADD
760,D,2024-04-17,ADD
760,D,2024-07-16,ADD
761,A,2024-01-21,ADD
761,D,2024-04-20,ADD
761,D,2024-07-19,ADD
762,A,2024-01-21,ADD
762,D,2024-04-20,ADD
762,D,2024-07-19,ADD
763,A,2024-01-28,ADD
763,D,2024-04-27,ADD
763,D,2024-07-26,ADD
764,A,2024-01-09,ADD
764,D,2024-04-08,ADD
764,D,2024-07-07,ADD
765,A,2024-01-19,ADD
765,D,2024-03-19,ADD
765,F,2024-05-18,ADD
765,D,2024-07-17,ADD
766,A,2024-01-10,ADD
766,D,2024-04-09,ADD
766,D,2024-07-08,ADD
767,A,2024-01-18,ADD
767,D,2024-03-18,ADD
767,B,2024-05-17,ADD
767,D,2024-07-16,ADD
768,A,2024-01-18,ADD
768,D,2024-04-17,ADD
768,D,2024-07-16,ADD
769,A,2024-01-19,ADD
769,C,2024-03-19,ADD
769,D,2024-05-18,ADD
769,D,2024-07-17,ADD
770,A,2024-01-17,ADD
770,A,2024-03-17,ADD
770,D,2024-05-16,ADD
770,D,2024-07-15,ADD
771,A,2024-01-13,ADD
771,D,2024-04-12,ADD
771,D,2024-07-11,ADD
772,A,2024-01-14,ADD
772,D,2024-04-13,ADD
772,D,2024-07-12,ADD
773,A,2024-01-06,ADD
773,D,2024-04-05,ADD
773,D,2024-07-04,ADD
774,A,2024-01-19,ADD
774,D,2024-04-18,ADD
774,D,2024-07-17,ADD
775,A,2024-01-01,ADD
775,D,2024-03-31,ADD
775,D,2024-06-29,ADD
776,A,2024-01-03,ADD
776,D,2024-03-03,ADD
776,C,2024-05-02,ADD
776,D,2024-07-01,ADD
777,A,2024-01-12,ADD
777,D,2024-04-11,ADD
777,D,2024-07-10,ADD
778,A,2024-01-28,ADD
778,D,2024-04-27,ADD
778,D,2024-07-26,ADD
779,A,2024-01-17,ADD
779,G,2024-03-17,ADD
779,D,2024-05-16,ADD
779,D,2024-07-15,ADD
780,A,2024-01-26,ADD
780,D,2024-04-25,ADD
780,D,2024-07-24,ADD
781,A,2024-01-01,ADD
781,D,2024-03-31,ADD
781,D,2024-06-29,ADD
782,A,2024-01-26,ADD
782,D,2024-04-25,ADD
782,D,2024-07-24,ADD
783,A,2024-01-02,ADD
783,E,2024-03-02,ADD
783,E,2024-05-01,ADD
783,D,2024-06-30,ADD
784,A,2024-01-08,ADD
784,D,2024-04-07,ADD
784,D,2024-07-06,ADD
785,A,2024-01-07,ADD
785,D,2024-04-06,ADD
785,D,2024-07-05,ADD
786,A,2024-01-24,ADD
786,E,2024-03-24,ADD
786,A,2024-05-23,ADD
786,D,2024-07-22,ADD
787,A,2024-01-06,ADD
787,D,2024-04-05,ADD
787,D,2024-07-04,ADD
788,A,2024-01-28,ADD
788,D,2024-03-28,ADD
788,D,2024-05-27,ADD
788,D,2024-07-26,ADD
789,A,2024-01-27,ADD
789,D,2024-04-26,ADD
789,D,2024-07-25,ADD
790,A,2024-01-01,ADD
790,D,2024-03-01,ADD
790,E,2024-04-30,ADD
790,D,2024-06-29,ADD
791,A,2024-01-14,ADD
791,D,2024-04-13,ADD
791,D,2024-07-12,ADD
792,A,2024-01-18,ADD
792,D,2024-04-17,ADD
792,D,2024-07-16,ADD
793,A,2024-01-11,ADD
793,D,2024-03-11,ADD
793,D,2024-05-10,ADD
793,D,2024-07-09,ADD
794,A,2024-01-24,ADD
794,D,2024-03-24,ADD
794,G,2024-05-23,ADD
794,D,2024-07-22,ADD
795,A,2024-01-28,ADD
795,D,2024-03-28,ADD
795,E,2024-05-27,ADD
795,D,2024-07-26,ADD
796,A,2024-01-28,ADD
796,D,2024-04-27,ADD
796,D,2024-07-26,ADD
797,A,2024-01-16,ADD
797,D,2024-04-15,ADD
797,D,2024-07-14,ADD
798,A,2024-01-15,ADD
798,D,2024-04-14,ADD
798,D,2024-07-13,ADD
799,A,2024-01-13,ADD
799,D,2024-03-13,ADD
799,D,2024-05-12,ADD
799,D,2024-07-11,ADD
800,A,2024-01-22,ADD
800,D,2024-04-21,ADD
800,D,2024-07-20,ADD
801,A,2024-01-08,ADD
801,D,2024-04-07,ADD
801,D,2024-07-06,ADD
802,A,2024-01-20,ADD
802,D,2024-04-19,ADD
802,D,2024-07-18,ADD
803,A,2024-01-29,ADD
803,D,2024-04-28,ADD
803,D,2024-07-27,ADD
804,A,2024-01-10,ADD
804,D,2024-04-09,ADD
804,D,2024-07-08,ADD
805,A,2024-01-21,ADD
805,D,2024-04-20,ADD
805,D,2024-07-19,ADD
806,A,2024-01-13,ADD
806,D,2024-04-12,ADD
806,D,2024-07-11,ADD
807,A,2024-01-17,ADD
807,D,2024-04-16,ADD
807,D,2024-07-15,ADD
808,A,2024-01-12,ADD
808,D,2024-04-11,ADD
808,D,2024-07-10,ADD
809,A,2024-01-26,ADD
809,D,2024-04-25,ADD
809,D,2024-07-24,ADD
810,A,2024-01-11,ADD
810,D,2024-04-10,ADD
810,D,2024-07-09,ADD
811,A,2024-01-22,ADD
811,D,2024-04-21,ADD
811,D,2024-07-20,ADD
812,A,2024-01-30,ADD
812,D,2024-04-29,ADD
812,D,2024-07-28,ADD
813,A,2024-01-16,ADD
813,D,2024-04-15,ADD
813,D,2024-07-14,ADD
814,A,2024-01-22,ADD
814,D,2024-04-21,ADD
814,D,2024-07-20,ADD
815,A,2024-01-01,ADD
815,D,2024-03-31,ADD
815,D,2024-06-29,ADD
816,A,2024-01-09,ADD
816,F,2024-03-09,ADD
816,D,2024-05-08,ADD
816,D,2024-07-07,ADD
817,A,2024-01-11,ADD
817,D,2024-04-10,ADD
817,D,2024-07-09,ADD
818,A,2024-01-25,ADD
818,D,2024-04-24,ADD
818,D,2024-07-23,ADD
819,A,2024-01-07,ADD
819,D,2024-04-06,ADD
819,D,2024-07-05,ADD
820,A,2024-01-14,ADD
820,D,2024-04-13,ADD
820,D,2024-07-12,ADD
821,A,2024-01-24,ADD
821,D,2024-03-24,ADD
821,F,2024-05-23,ADD
821,D,2024-07-22,ADD
822,A,2024-01-23,ADD
822,D,2024-04-22,ADD
822,D,2024-07-21,ADD
823,A,2024-01-19,ADD
823,D,2024-04-18,ADD
823,D,2024-07-17,ADD
824,A,2024-01-18,ADD
824,D,2024-03-18,ADD
824,F,2024-05-17,ADD
824,D,2024-07-16,ADD
825,A,2024-01-02,ADD
825,D,2024-04-01,ADD
825,D,2024-06-30,ADD
826,A,2024-01-01,ADD
826,E,2024-03-01,ADD
826,D,2024-04-30,ADD
826,D,2024-06-29,ADD
827,A,2024-01-05,ADD
827,D,2024-04-04,ADD
827,D,2024-07-03,ADD
828,A,2024-01-30,ADD
828,D,2024-03-30,ADD
828,F,2024-05-29,ADD
828,D,2024-07-28,ADD
829,A,2024-01-16,ADD
829,D,2024-04-15,ADD
829,D,2024-07-14,ADD
830,A,2024-01-21,ADD
830,C,2024-03-21,ADD
830,D,2024-05-20,ADD
830,D,2024-07-19,ADD
831,A,2024-01-17,ADD
831,D,2024-04-16,ADD
831,D,2024-07-15,ADD
832,A,2024-01-14,ADD
832,D,2024-04-13,ADD
832,D,2024-07-12,ADD
833,A,2024-01-17,ADD
833,D,2024-04-16,ADD
833,D,2024-07-15,ADD
834,A,2024-01-19,ADD
834,D,2024-04-18,ADD
834,D,2024-07-17,ADD
835,A,2024-01-12,ADD
835,D,2024-04-11,ADD
835,D,2024-07-10,ADD
836,A,2024-01-01,ADD
836,D,2024-03-31,ADD
836,D,2024-06-29,ADD
837,A,2024-01-10,ADD
837,D,2024-04-09,ADD
837,D,2024-07-08,ADD
838,A,2024-01-27,ADD
838,D,2024-03-27,ADD
838,A,2024-05-26,ADD
838,D,2024-07-25,ADD
839,A,2024-01-12,ADD
839,D,2024-04-11,ADD
839,D,2024-07-10,ADD
840,A,2024-01-23,ADD
840,D,2024-04-22,ADD
840,D,2024-07-21,ADD
841,A,2024-01-23,ADD
841,D,2024-04-22,ADD
841,D,2024-07-21,ADD
842,A,2024-01-21,ADD
842,D,2024-04-20,ADD
842,D,2024-07-19,ADD
843,A,2024-01-10,ADD
843,D,2024-04-09,ADD
843,D,2024-07-08,ADD
844,A,2024-01-04,ADD
844,D,2024-04-03,ADD
844,D,2024-07-02,ADD
845,A,2024-01-13,ADD
845,D,2024-03-13,ADD
845,G,2024-05-12,ADD
845,D,2024-07-11,ADD
846,A,2024-01-08,ADD
846,D,2024-04-07,ADD
846,D,2024-07-06,ADD
847,A,2024-01-01,ADD
847,D,2024-03-31,ADD
847,D,2024-06-29,ADD
848,A,2024-01-14,ADD
848,D,2024-04-13,ADD
848,D,2024-07-12,ADD
849,A,2024-01-17,ADD
849,D,2024-04-16,ADD
849,D,2024-07-15,ADD
850,A,2024-01-13,ADD
850,D,2024-04-12,ADD
850,D,2024-07-11,ADD
851,A,2024-01-06,ADD
851,D,2024-03-06,ADD
851,D,2024-05-05,ADD
851,D,2024-07-04,ADD
852,A,2024-01-27,ADD
852,D,2024-04-26,ADD
852,D,2024-07-25,ADD
853,A,2024-01-26,ADD
853,D,2024-04-25,ADD
853,D,2024-07-24,ADD
854,A,2024-01-16,ADD
854,E,2024-03-16,ADD
854,D,2024-05-15,ADD
854,D,2024-07-14,ADD
855,A,2024-01-21,ADD
855,D,2024-04-20,ADD
855,D,2024-07-19,ADD
856,A,2024-01-10,ADD
856,D,2024-04-09,ADD
856,D,2024-07-08,ADD
857,A,2024-01-05,ADD
857,D,2024-04-04,ADD
857,D,2024-07-03,ADD
858,A,2024-01-18,ADD
858,D,2024-04-17,ADD
858,D,2024-07-16,ADD
859,A,2024-01-30,ADD
859,D,2024-04-29,ADD
859,D,2024-07-28,ADD
860,A,2024-01-17,ADD
860,D,2024-04-16,ADD
860,D,2024-07-15,ADD
861,A,2024-01-17,ADD
861,D,2024-04-16,ADD
861,D,2024-07-15,ADD
862,A,2024-01-10,ADD
862,D,2024-04-09,ADD
862,D,2024-07-08,ADD
863,A,2024-01-27,ADD
863,D,2024-04-26,ADD
863,D,2024-07-25,ADD
864,A,2024-01-03,ADD
864,D,2024-04-02,ADD
864,D,2024-07-01,ADD
865,A,2024-01-15,ADD
865,D,2024-04-14,ADD
865,D,2024-07-13,ADD
866,A,2024-01-07,ADD
866,G,2024-03-07,ADD
866,F,2024-05-06,ADD
866,D,2024-07-05,ADD
867,A,2024-01-03,ADD
867,D,2024-04-02,ADD
867,D,2024-07-01,ADD
868,A,2024-01-19,ADD
868,D,2024-04-18,ADD
868,D,2024-07-17,ADD
869,A,2024-01-29,ADD
869,D,2024-04-28,ADD
869,D,2024-07-27,ADD
870,A,2024-01-14,ADD
870,D,2024-04-13,ADD
870,D,2024-07-12,ADD
871,A,2024-01-17,ADD
871,G,2024-03-17,ADD
871,D,2024-05-16,ADD
871,D,2024-07-15,ADD
872,A,2024-01-10,ADD
872,D,2024-04-09,ADD
872,D,2024-07-08,ADD
873,A,2024-01-22,ADD
873,D,2024-03-22,ADD
873,F,2024-05-21,ADD
873,D,2024-07-20,ADD
874,A,2024-01-13,ADD
874,D,2024-04-12,ADD
874,D,2024-07-11,ADD
875,A,2024-01-23,ADD
875,D,2024-04-22,ADD
875,D,2024-07-21,ADD
876,A,2024-01-17,ADD
876,D,2024-04-16,ADD
876,D,2024-07-15,ADD
877,A,2024-01-25,ADD
877,D,2024-04-24,ADD
877,D,2024-07-23,ADD
878,A,2024-01-14,ADD
878,D,2024-04-13,ADD
878,D,2024-07-12,ADD
879,A,2024-01-22,ADD
879,D,2024-04-21,ADD
879,D,2024-07-20,ADD
880,A,2024-01-01,ADD
880,D,2024-03-31,ADD
880,D,2024-06-29,ADD
881,A,2024-01-12,ADD
881,D,2024-04-11,ADD
881,D,2024-07-10,ADD
882,A,2024-01-10,ADD
882,D,2024-04-09,ADD
882,D,2024-07-08,ADD
883,A,2024-01-31,ADD
883,D,2024-04-30,ADD
883,D,2024-07-29,ADD
884,A,2024-01-20,ADD
884,E,2024-03-20,ADD
884,E,2024-05-19,ADD
884,D,2024-07-18,ADD
885,A,2024-01-22,ADD
885,D,2024-04-21,ADD
885,D,2024-07-20,ADD
886,A,2024-01-30,ADD
886,D,2024-04-29,ADD
886,D,2024-07-28,ADD
887,A,2024-01-01,ADD
887,D,2024-03-31,ADD
887,D,2024-06-29,ADD
888,A,2024-01-28,ADD
888,D,2024-04-27,ADD
888,D,2024-07-26,ADD
889,A,2024-01-01,ADD
889,D,2024-03-31,ADD
889,D,2024-06-29,ADD
890,A,2024-01-02,ADD
890,D,2024-04-01,ADD
890,D,2024-06-30,ADD
891,A,2024-01-06,ADD
891,D,2024-03-06,ADD
891,G,2024-05-05,ADD
891,D,2024-07-04,ADD
892,A,2024-01-02,ADD
892,D,2024-04-01,ADD
892,D,2024-06-30,ADD
893,A,2024-01-04,ADD
893,D,2024-04-03,ADD
893,D,2024-07-02,ADD
894,A,2024-01-22,ADD
894,D,2024-03-22,ADD
894,F,2024-05-21,ADD
894,D,2024-07-20,ADD
895,A,2024-01-04,ADD
895,D,2024-04-03,ADD
895,D,2024-07-02,ADD
896,A,2024-01-12,ADD
896,D,2024-03-12,ADD
896,D,2024-05-11,ADD
896,D,2024-07-10,ADD
897,A,2024-01-10,ADD
897,D,2024-04-09,ADD
897,D,2024-07-08,ADD
898,A,2024-01-16,ADD
898,D,2024-04-15,ADD
898,D,2024-07-14,ADD
899,A,2024-01-29,ADD
899,D,2024-04-28,ADD
899,D,2024-07-27,ADD
900,A,2024-01-24,ADD
900,D,2024-04-23,ADD
900,D,2024-07-22,ADD
901,A,2024-01-14,ADD
901,D,2024-04-13,ADD
901,D,2024-07-12,ADD
902,A,2024-01-24,ADD
902,D,2024-04-23,ADD
902,D,2024-07-22,ADD
903,A,2024-01-03,ADD
903,D,2024-04-02,ADD
903,D,2024-07-01,ADD
904,A,2024-01-29,ADD
904,D,2024-04-28,ADD
904,D,2024-07-27,ADD
905,A,2024-01-05,ADD
905,D,2024-03-05,ADD
905,G,2024-05-04,ADD
905,D,2024-07-03,ADD
906,A,2024-01-21,ADD
906,D,2024-04-20,ADD
906,D,2024-07-19,ADD
907,A,2024-01-24,ADD
907,D,2024-04-23,ADD
907,D,2024-07-22,ADD
908,A,2024-01-14,ADD
908,D,2024-03-14,ADD
908,C,2024-05-13,ADD
908,D,2024-07-12,ADD
909,A,2024-01-17,ADD
909,D,2024-03-17,ADD
909,E,2024-05-16,ADD
909,D,2024-07-15,ADD
910,A,2024-01-13,ADD
910,E,2024-03-13,ADD
910,D,2024-05-12,ADD
910,D,2024-07-11,ADD
911,A,2024-01-12,ADD
911,D,2024-04-11,ADD
911,D,2024-07-10,ADD
912,A,2024-01-27,ADD
912,D,2024-03-27,ADD
912,G,2024-05-26,ADD
912,D,2024-07-25,ADD
913,A,2024-01-21,ADD
913,D,2024-04-20,ADD
913,D,2024-07-19,ADD
914,A,2024-01-15,ADD
914,D,2024-04-14,ADD
914,D,2024-07-13,ADD
915,A,2024-01-09,ADD
915,F,2024-03-09,ADD
915,D,2024-05-08,ADD
915,D,2024-07-07,ADD
916,A,2024-01-31,ADD
916,D,2024-04-30,ADD
916,D,2024-07-29,ADD
917,A,2024-01-12,ADD
917,D,2024-04-11,ADD
917,D,2024-07-10,ADD
918,A,2024-01-23,ADD
918,D,2024-04-22,ADD
918,D,2024-07-21,ADD
919,A,2024-01-28,ADD
919,D,2024-04-27,ADD
919,D,2024-07-26,ADD
920,A,2024-01-27,ADD
920,D,2024-04-26,ADD
920,D,2024-07-25,ADD
921,A,2024-01-27,ADD
921,D,2024-04-26,ADD
921,D,2024-07-25,ADD
922,A,2024-01-21,ADD
922,D,2024-03-21,ADD
922,F,2024-05-20,ADD
922,D,2024-07-19,ADD
923,A,2024-01-14,ADD
923,D,2024-04-13,ADD
923,D,2024-07-12,ADD
924,A,2024-01-15,ADD
924,D,2024-04-14,ADD
924,D,2024-07-13,ADD
925,A,2024-01-10,ADD
925,D,2024-04-09,ADD
925,D,2024-07-08,ADD
926,A,2024-01-30,ADD
926,A,2024-03-30,ADD
926,E,2024-05-29,ADD
926,D,2024-07-28,ADD
927,A,2024-01-17,ADD
927,D,2024-04-16,ADD
927,D,2024-07-15,ADD
928,A,2024-01-26,ADD
928,D,2024-04-25,ADD
928,D,2024-07-24,ADD
929,A,2024-01-26,ADD
929,D,2024-04-25,ADD
929,D,2024-07-24,ADD
930,A,2024-01-22,ADD
930,G,2024-03-22,ADD
930,D,2024-05-21,ADD
930,D,2024-07-20,ADD
931,A,2024-01-04,ADD
931,D,2024-04-03,ADD
931,D,2024-07-02,ADD
932,A,2024-01-11,ADD
932,D,2024-04-10,ADD
932,D,2024-07-09,ADD
933,A,2024-01-11,ADD
933,D,2024-04-10,ADD
933,D,2024-07-09,ADD
934,A,2024-01-07,ADD
934,D,2024-04-06,ADD
934,D,2024-07-05,ADD
935,A,2024-01-19,ADD
935,D,2024-04-18,ADD
935,D,2024-07-17,ADD
936,A,2024-01-30,ADD
936,D,2024-03-30,ADD
936,E,2024-05-29,ADD
936,D,2024-07-28,ADD
937,A,2024-01-02,ADD
937,D,2024-04-01,ADD
937,D,2024-06-30,ADD
938,A,2024-01-08,ADD
938,D,2024-04-07,ADD
938,D,2024-07-06,ADD
939,A,2024-01-05,ADD
939,D,2024-04-04,ADD
939,D,2024-07-03,ADD
940,A,2024-01-05,ADD
940,D,2024-04-04,ADD
940,D,2024-07-03,ADD
941,A,2024-01-10,ADD
941,D,2024-04-09,ADD
941,D,2024-07-08,ADD
942,A,2024-01-27,ADD
942,D,2024-04-26,ADD
942,D,2024-07-25,ADD
943,A,2024-01-22,ADD
943,D,2024-04-21,ADD
943,D,2024-07-20,ADD
944,A,2024-01-08,ADD
944,D,2024-04-07,ADD
944,D,2024-07-06,ADD
945,A,2024-01-09,ADD
945,D,2024-04-08,ADD
945,D,2024-07-07,ADD
946,A,2024-01-03,ADD
946,D,2024-04-02,ADD
946,D,2024-07-01,ADD
947,A,2024-01-30,ADD
947,D,2024-04-29,ADD
947,D,2024-07-28,ADD
948,A,2024-01-06,ADD
948,E,2024-03-06,ADD
948,D,2024-05-05,ADD
948,D,2024-07-04,ADD
949,A,2024-01-16,ADD
949,D,2024-04-15,ADD
949,D,2024-07-14,ADD
950,A,2024-01-21,ADD
950,D,2024-04-20,ADD
950,D,2024-07-19,ADD
951,A,2024-01-06,ADD
951,D,2024-04-05,ADD
951,D,2024-07-04,ADD
952,A,2024-01-25,ADD
952,D,2024-04-24,ADD
952,D,2024-07-23,ADD
953,A,2024-01-04,ADD
953,D,2024-04-03,ADD
953,D,2024-07-02,ADD
954,A,2024-01-25,ADD
954,D,2024-04-24,ADD
954,D,2024-07-23,ADD
955,A,2024-01-16,ADD
955,D,2024-04-15,ADD
955,D,2024-07-14,ADD
956,A,2024-01-05,ADD
956,D,2024-04-04,ADD
956,D,2024-07-03,ADD
957,A,2024-01-21,ADD
957,D,2024-04-20,ADD
957,D,2024-07-19,ADD
958,A,2024-01-09,ADD
958,D,2024-04-08,ADD
958,D,2024-07-07,ADD
959,A,2024-01-28,ADD
959,D,2024-04-27,ADD
959,D,2024-07-26,ADD
960,A,2024-01-07,ADD
960,D,2024-04-06,ADD
960,D,2024-07-05,ADD
961,A,2024-01-03,ADD
961,D,2024-04-02,ADD
961,D,2024-07-01,ADD
962,A,2024-01-20,ADD
962,A,2024-03-20,ADD
962,D,2024-05-19,ADD
962,D,2024-07-18,ADD
963,A,2024-01-28,ADD
963,D,2024-04-27,ADD
963,D,2024-07-26,ADD
964,A,2024-01-31,ADD
964,D,2024-03-31,ADD
964,B,2024-05-30,ADD
964,D,2024-07-29,ADD
965,A,2024-01-28,ADD
965,D,2024-04-27,ADD
965,D,2024-07-26,ADD
966,A,2024-01-16,ADD
966,D,2024-04-15,ADD
966,D,2024-07-14,ADD
967,A,2024-01-20,ADD
967,D,2024-04-19,ADD
967,D,2024-07-18,ADD
968,A,2024-01-23,ADD
968,D,2024-04-22,ADD
968,D,2024-07-21,ADD
969,A,2024-01-25,ADD
969,D,2024-04-24,ADD
969,D,2024-07-23,ADD
970,A,2024-01-30,ADD
970,D,2024-04-29,ADD
970,D,2024-07-28,ADD
971,A,2024-01-25,ADD
971,D,2024-04-24,ADD
971,D,2024-07-23,ADD
972,A,2024-01-29,ADD
972,D,2024-04-28,ADD
972,D,2024-07-27,ADD
973,A,2024-01-24,ADD
973,D,2024-04-23,ADD
973,D,2024-07-22,ADD
974,A,2024-01-11,ADD
974,D,2024-04-10,ADD
974,D,2024-07-09,ADD
975,A,2024-01-14,ADD
975,D,2024-04-13,ADD
975,D,2024-07-12,ADD
976,A,2024-01-12,ADD
976,B,2024-03-12,ADD
976,B,2024-05-11,ADD
976,D,2024-07-10,ADD
977,A,2024-01-07,ADD
977,D,2024-04-06,ADD
977,D,2024-07-05,ADD
978,A,2024-01-26,ADD
978,D,2024-04-25,ADD
978,D,2024-07-24,ADD
979,A,2024-01-11,ADD
979,D,2024-04-10,ADD
979,D,2024-07-09,ADD
980,A,2024-01-14,ADD
980,C,2024-03-14,ADD
980,A,2024-05-13,ADD
980,D,2024-07-12,ADD
981,A,2024-01-09,ADD
981,D,2024-03-09,ADD
981,G,2024-05-08,ADD
981,D,2024-07-07,ADD
982,A,2024-01-26,ADD
982,D,2024-03-26,ADD
982,E,2024-05-25,ADD
982,D,2024-07-24,ADD
983,A,2024-01-07,ADD
983,D,2024-04-06,ADD
983,D,2024-07-05,ADD
984,A,2024-01-01,ADD
984,D,2024-03-31,ADD
984,D,2024-06-29,ADD
985,A,2024-01-07,ADD
985,E,2024-03-07,ADD
985,D,2024-05-06,ADD
985,D,2024-07-05,ADD
986,A,2024-01-04,ADD
986,D,2024-04-03,ADD
986,D,2024-07-02,ADD
987,A,2024-01-03,ADD
987,D,2024-04-02,ADD
987,D,2024-07-01,ADD
988,A,2024-01-13,ADD
988,D,2024-04-12,ADD
988,D,2024-07-11,ADD
989,A,2024-01-08,ADD
989,C,2024-03-08,ADD
989,D,2024-05-07,ADD
989,D,2024-07-06,ADD
990,A,2024-01-27,ADD
990,D,2024-04-26,ADD
990,D,2024-07-25,ADD
991,A,2024-01-21,ADD
991,D,2024-04-20,ADD
991,D,2024-07-19,ADD
992,A,2024-01-06,ADD
992,D,2024-04-05,ADD
992,D,2024-07-04,ADD
993,A,2024-01-30,ADD
993,F,2024-03-30,ADD
993,D,2024-05-29,ADD
993,D,2024-07-28,ADD
994,A,2024-01-11,ADD
994,D,2024-03-11,ADD
994,G,2024-05-10,ADD
994,D,2024-07-09,ADD
995,A,2024-01-28,ADD
995,D,2024-04-27,ADD
995,D,2024-07-26,ADD
996,A,2024-01-05,ADD
996,D,2024-04-04,ADD
996,D,2024-07-03,ADD
997,A,2024-01-09,ADD
997,D,2024-04-08,ADD
997,D,2024-07-07,ADD
998,A,2024-01-05,ADD
998,D,2024-04-04,ADD
998,D,2024-07-03,ADD
999,A,2024-01-20,ADD
999,D,2024-04-19,ADD
999,D,2024-07-18,ADD
1000,A,2024-01-07,ADD
1000,D,2024-04-06,ADD
1000,D,2024-07-05,ADD
